201 	[Retrieved Data]881 (5/14/2024 2:02:40 PM)	44.12	7.72	13.75	6.93	6.93	6.93	6.93	6.93	6.86	7.55	8.33	8.36	8.37	8.56	8.92	9.76	11.66	14.09	14.65	14.35	14.19	13.45	12.21	11.50	11.43	11.64	12.23	13.38	15.42	18.37	22.30	26.82	30.74	34.33	37.83	41.54	45.83	50.90	50.90	50.90	50.90	50.90
201 	[Retrieved Data]881 (5/14/2024 2:02:40 PM)	38.54	9.42	16.62	3.95	3.95	3.95	3.95	3.95	3.85	4.48	5.22	5.18	5.12	5.27	5.56	6.33	8.20	10.59	11.11	10.80	10.64	9.91	8.70	8.00	7.93	8.15	8.73	9.85	11.88	14.81	18.68	23.17	27.07	30.64	34.13	37.83	42.06	47.11	47.11	47.11	47.11	47.11
202 	[Retrieved Data]882 (5/14/2024 2:02:40 PM)	44.44	8.58	14.56	7.00	7.00	7.00	7.00	7.00	6.90	7.52	8.25	8.25	8.27	8.48	8.85	9.71	11.62	14.05	14.61	14.31	14.18	13.48	12.30	11.64	11.67	11.99	12.66	13.91	16.04	19.07	23.05	27.58	31.54	35.12	38.63	42.33	46.60	51.65	51.65	51.65	51.65	51.65
202 	[Retrieved Data]882 (5/14/2024 2:02:40 PM)	38.91	10.41	17.64	4.01	4.01	4.01	4.01	4.01	3.85	4.45	5.14	5.07	5.02	5.15	5.48	6.28	8.14	10.53	11.05	10.75	10.62	9.94	8.77	8.13	8.15	8.47	9.16	10.37	12.48	15.46	19.41	23.91	27.85	31.42	34.90	38.61	42.82	47.84	47.84	47.84	47.84	47.84
203 	[Retrieved Data]883 (5/14/2024 2:02:40 PM)	46.65	9.75	16.32	7.12	7.12	7.12	7.12	7.12	7.07	7.86	8.78	8.82	8.87	9.06	9.49	10.43	12.49	15.10	15.72	15.45	15.38	14.72	13.58	13.05	13.23	13.73	14.60	16.05	18.43	21.75	25.99	30.74	34.79	38.43	41.95	45.62	49.83	54.73	54.73	54.73	54.73	54.73
203 	[Retrieved Data]883 (5/14/2024 2:02:40 PM)	41.55	11.53	19.41	4.16	4.16	4.16	4.16	4.16	4.04	4.79	5.67	5.66	5.63	5.75	6.13	7.00	9.03	11.59	12.18	11.90	11.84	11.17	10.04	9.53	9.72	10.22	11.07	12.50	14.85	18.15	22.36	27.07	31.10	34.73	38.24	41.90	46.07	50.95	50.95	50.95	50.95	50.95
204 	[Retrieved Data]884 (5/14/2024 2:02:40 PM)	47.99	8.34	17.56	7.03	7.03	7.03	7.03	7.03	7.03	7.95	8.97	9.05	9.12	9.34	9.82	10.88	13.15	16.10	16.93	16.77	16.72	16.00	14.78	14.17	14.25	14.61	15.38	16.79	19.21	22.58	26.92	31.71	35.84	39.50	43.04	46.73	50.91	55.74	55.74	55.74	55.74	55.74
204 	[Retrieved Data]884 (5/14/2024 2:02:40 PM)	43.17	9.77	20.74	4.07	4.07	4.07	4.07	4.07	4.00	4.88	5.87	5.90	5.89	6.05	6.48	7.47	9.70	12.60	13.42	13.23	13.18	12.47	11.29	10.69	10.75	11.12	11.88	13.27	15.65	19.01	23.29	28.07	32.17	35.82	39.34	43.01	47.16	52.00	52.00	52.00	52.00	52.00
205 	[Retrieved Data]885 (5/14/2024 2:02:40 PM)	44.63	9.45	16.28	6.70	6.70	6.70	6.70	6.70	6.58	7.15	7.80	7.79	7.83	8.04	8.43	9.30	11.25	13.77	14.41	14.18	14.09	13.43	12.28	11.70	11.83	12.28	13.06	14.38	16.60	19.70	23.75	28.35	32.33	35.93	39.42	43.14	47.38	52.39	52.39	52.39	52.39	52.39
205 	[Retrieved Data]885 (5/14/2024 2:02:40 PM)	39.30	11.34	19.88	3.78	3.78	3.78	3.78	3.78	3.62	4.12	4.74	4.67	4.66	4.79	5.13	5.94	7.85	10.33	10.96	10.70	10.63	9.97	8.84	8.28	8.41	8.85	9.65	10.94	13.11	16.20	20.21	24.78	28.73	32.31	35.77	39.48	43.69	48.68	48.68	48.68	48.68	48.68
206 	[Retrieved Data]886 (5/14/2024 2:02:40 PM)	45.94	7.93	17.41	6.76	6.76	6.76	6.76	6.76	6.65	7.29	8.00	8.02	8.06	8.31	8.75	9.72	11.86	14.71	15.58	15.43	15.35	14.63	13.41	12.73	12.75	13.04	13.72	15.01	17.24	20.40	24.53	29.20	33.20	36.84	40.35	44.05	48.30	53.27	53.27	53.27	53.27	53.27
206 	[Retrieved Data]886 (5/14/2024 2:02:40 PM)	40.82	9.45	21.06	3.81	3.81	3.81	3.81	3.81	3.67	4.26	4.92	4.88	4.85	5.04	5.44	6.36	8.45	11.25	12.10	11.92	11.86	11.15	9.95	9.29	9.30	9.60	10.27	11.52	13.75	16.89	20.97	25.59	29.61	33.20	36.71	40.42	44.62	49.57	49.57	49.57	49.57	49.57
207 	[Retrieved Data]887 (5/14/2024 2:02:40 PM)	48.15	9.26	19.08	6.79	6.79	6.79	6.79	6.79	6.77	7.63	8.61	8.68	8.71	8.92	9.39	10.43	12.70	15.73	16.70	16.61	16.60	15.92	14.75	14.20	14.40	14.89	15.82	17.36	19.84	23.26	27.63	32.45	36.57	40.22	43.74	47.39	51.53	56.32	56.32	56.32	56.32	56.32
207 	[Retrieved Data]887 (5/14/2024 2:02:40 PM)	43.50	10.78	22.58	3.89	3.89	3.89	3.89	3.89	3.82	4.65	5.59	5.58	5.58	5.71	6.14	7.11	9.32	12.31	13.28	13.18	13.17	12.50	11.33	10.79	11.00	11.51	12.42	13.93	16.39	19.81	24.14	28.93	33.01	36.65	40.12	43.78	47.90	52.68	52.68	52.68	52.68	52.68
208 	[Retrieved Data]888 (5/14/2024 2:02:40 PM)	37.32	6.33	10.05	6.04	6.04	6.04	6.04	6.04	5.88	6.11	6.40	6.33	6.31	6.47	6.71	7.26	8.62	10.45	10.86	10.54	10.31	9.62	8.52	7.77	7.58	7.68	8.04	8.77	10.17	12.31	15.37	19.09	22.55	25.78	29.06	32.63	36.92	42.19	42.19	42.19	42.19	42.19
208 	[Retrieved Data]888 (5/14/2024 2:02:40 PM)	30.35	8.41	13.28	3.17	3.17	3.17	3.17	3.17	2.98	3.15	3.40	3.26	3.18	3.28	3.47	3.96	5.27	7.08	7.49	7.16	6.95	6.27	5.20	4.47	4.31	4.40	4.74	5.45	6.82	8.93	11.94	15.62	19.06	22.30	25.53	29.11	33.36	38.58	38.58	38.58	38.58	38.58
209 	[Retrieved Data]889 (5/14/2024 2:02:40 PM)	46.06	7.84	15.11	7.06	7.06	7.06	7.06	7.06	7.05	7.90	8.84	8.90	8.93	9.12	9.54	10.48	12.54	15.21	15.86	15.60	15.48	14.74	13.49	12.80	12.77	13.02	13.67	14.92	17.15	20.31	24.42	29.08	33.11	36.75	40.28	44.00	48.24	53.20	53.20	53.20	53.20	53.20
209 	[Retrieved Data]889 (5/14/2024 2:02:40 PM)	40.86	9.40	17.94	4.12	4.12	4.12	4.12	4.12	4.05	4.84	5.74	5.74	5.69	5.82	6.19	7.07	9.08	11.69	12.33	12.03	11.93	11.19	9.96	9.28	9.25	9.52	10.17	11.41	13.60	16.72	20.80	25.40	29.42	33.04	36.55	40.26	44.47	49.42	49.42	49.42	49.42	49.42
210 	[Retrieved Data]890 (5/14/2024 2:02:40 PM)	46.34	8.84	15.72	7.13	7.13	7.13	7.13	7.13	7.08	7.89	8.80	8.84	8.89	9.09	9.51	10.45	12.50	15.12	15.77	15.50	15.41	14.71	13.52	12.92	12.99	13.36	14.14	15.50	17.80	21.02	25.20	29.90	33.94	37.57	41.09	44.79	49.02	53.96	53.96	53.96	53.96	53.96
210 	[Retrieved Data]890 (5/14/2024 2:02:40 PM)	41.18	10.51	18.75	4.16	4.16	4.16	4.16	4.16	4.05	4.80	5.68	5.67	5.63	5.76	6.12	7.00	9.01	11.60	12.22	11.95	11.84	11.14	9.99	9.39	9.49	9.87	10.61	11.94	14.22	17.43	21.55	26.21	30.24	33.85	37.35	41.03	45.21	50.15	50.15	50.15	50.15	50.15
211 	[Retrieved Data]891 (5/14/2024 2:02:40 PM)	48.75	10.07	17.92	7.16	7.16	7.16	7.16	7.16	7.17	8.18	9.31	9.42	9.46	9.66	10.15	11.18	13.43	16.27	17.02	16.81	16.79	16.13	15.02	14.57	14.86	15.46	16.47	18.07	20.63	24.11	28.57	33.44	37.59	41.24	44.77	48.41	52.53	57.30	57.30	57.30	57.30	57.30
211 	[Retrieved Data]891 (5/14/2024 2:02:40 PM)	44.05	11.69	21.00	4.22	4.22	4.22	4.22	4.22	4.19	5.12	6.21	6.25	6.25	6.39	6.80	7.78	9.98	12.79	13.50	13.29	13.26	12.60	11.50	11.07	11.37	11.96	12.96	14.53	17.07	20.56	24.95	29.78	33.90	37.54	41.06	44.70	48.80	53.53	53.53	53.53	53.53	53.53
212 	[Retrieved Data]892 (5/14/2024 2:02:40 PM)	44.41	8.48	15.63	6.82	6.82	6.82	6.82	6.82	6.71	7.25	7.87	7.84	7.88	8.12	8.52	9.40	11.35	13.87	14.53	14.28	14.17	13.47	12.29	11.64	11.67	11.99	12.69	13.92	16.05	19.08	23.04	27.60	31.54	35.13	38.63	42.32	46.59	51.64	51.64	51.64	51.64	51.64
212 	[Retrieved Data]892 (5/14/2024 2:02:40 PM)	38.87	10.28	19.05	3.87	3.87	3.87	3.87	3.87	3.71	4.19	4.76	4.69	4.63	4.82	5.16	5.97	7.86	10.35	10.99	10.73	10.62	9.93	8.77	8.12	8.13	8.49	9.16	10.37	12.47	15.49	19.40	23.91	27.85	31.41	34.88	38.58	42.81	47.84	47.84	47.84	47.84	47.84
213 	[Retrieved Data]893 (5/14/2024 2:02:40 PM)	46.79	9.86	17.86	6.91	6.91	6.91	6.91	6.91	6.83	7.52	8.32	8.35	8.40	8.64	9.07	10.04	12.15	14.90	15.66	15.47	15.44	14.78	13.66	13.16	13.38	13.92	14.82	16.31	18.73	22.03	26.30	31.04	35.13	38.76	42.28	45.95	50.14	55.03	55.03	55.03	55.03	55.03
213 	[Retrieved Data]893 (5/14/2024 2:02:40 PM)	41.75	11.61	21.44	3.94	3.94	3.94	3.94	3.94	3.82	4.47	5.22	5.19	5.17	5.33	5.74	6.63	8.69	11.40	12.15	11.94	11.92	11.26	10.15	9.66	9.89	10.42	11.33	12.77	15.15	18.46	22.69	27.41	31.45	35.08	38.56	42.22	46.38	51.26	51.26	51.26	51.26	51.26
214 	[Retrieved Data]894 (5/14/2024 2:02:40 PM)	47.76	8.21	18.72	6.84	6.84	6.84	6.84	6.84	6.79	7.57	8.45	8.50	8.57	8.82	9.32	10.40	12.70	15.75	16.71	16.60	16.56	15.86	14.65	14.04	14.12	14.46	15.23	16.65	19.03	22.38	26.69	31.50	35.60	39.27	42.80	46.49	50.68	55.54	55.54	55.54	55.54	55.54
214 	[Retrieved Data]894 (5/14/2024 2:02:40 PM)	42.97	9.65	22.23	3.92	3.92	3.92	3.92	3.92	3.81	4.55	5.41	5.40	5.39	5.57	6.03	7.02	9.28	12.31	13.23	13.11	13.08	12.37	11.18	10.59	10.66	11.02	11.78	13.16	15.55	18.87	23.14	27.90	32.00	35.64	39.14	42.84	46.97	51.83	51.83	51.83	51.83	51.83
215 	[Retrieved Data]895 (5/14/2024 2:02:40 PM)	44.85	9.50	17.03	6.61	6.61	6.61	6.61	6.61	6.52	7.09	7.69	7.68	7.70	7.92	8.31	9.17	11.13	13.74	14.51	14.32	14.24	13.57	12.44	11.84	11.98	12.44	13.26	14.62	16.87	19.98	24.06	28.68	32.65	36.25	39.73	43.43	47.66	52.65	52.65	52.65	52.65	52.65
215 	[Retrieved Data]895 (5/14/2024 2:02:40 PM)	39.57	11.37	20.83	3.72	3.72	3.72	3.72	3.72	3.57	4.07	4.64	4.57	4.53	4.68	5.01	5.81	7.73	10.30	11.06	10.85	10.78	10.12	9.01	8.43	8.55	9.04	9.85	11.17	13.40	16.49	20.53	25.10	29.08	32.62	36.11	39.77	43.98	48.95	48.95	48.95	48.95	48.95
216 	[Retrieved Data]896 (5/14/2024 2:02:40 PM)	23.75	2.80	0.86	4.31	4.31	4.31	4.31	4.31	4.13	4.04	3.98	3.92	3.88	3.85	3.81	3.79	3.78	3.80	3.78	3.77	3.78	3.83	3.87	3.96	4.03	4.08	4.16	4.20	4.30	4.39	4.48	4.59	4.72	4.93	5.49	6.82	9.74	15.72	15.72	15.72	15.72	15.72
216 	[Retrieved Data]896 (5/14/2024 2:02:40 PM)	4.79	2.40	-3.44	1.33	1.33	1.33	1.33	1.33	1.14	1.02	0.91	0.84	0.75	0.71	0.68	0.62	0.60	0.60	0.57	0.53	0.53	0.52	0.49	0.48	0.47	0.47	0.47	0.46	0.47	0.52	0.55	0.59	0.68	0.86	1.36	2.64	5.45	11.37	11.37	11.37	11.37	11.37
217 	[Retrieved Data]897 (5/14/2024 2:02:40 PM)	42.62	-50.23	23.68	4.81	4.81	4.81	4.81	4.81	4.67	4.56	4.51	4.50	4.52	4.64	4.78	5.21	6.61	12.91	25.26	33.00	30.73	22.71	14.28	8.20	5.22	4.25	4.05	4.10	4.27	4.58	5.13	6.07	7.21	8.54	10.17	12.25	15.22	19.49	19.49	19.49	19.49	19.49
217 	[Retrieved Data]897 (5/14/2024 2:02:40 PM)	36.90	-67.85	32.37	1.89	1.89	1.89	1.89	1.89	1.71	1.57	1.46	1.36	1.32	1.37	1.45	1.81	3.16	9.35	21.64	29.34	27.09	19.13	10.84	4.89	1.99	1.06	0.82	0.79	0.87	1.13	1.63	2.52	3.64	4.96	6.55	8.62	11.56	15.75	15.75	15.75	15.75	15.75
218 	[Retrieved Data]898 (5/14/2024 2:02:40 PM)	48.38	9.22	16.73	7.22	7.22	7.22	7.22	7.22	7.27	8.36	9.55	9.66	9.70	9.86	10.30	11.32	13.52	16.36	17.07	16.84	16.79	16.09	14.92	14.36	14.54	14.99	15.86	17.37	19.86	23.29	27.66	32.50	36.61	40.29	43.82	47.48	51.64	56.43	56.43	56.43	56.43	56.43
218 	[Retrieved Data]898 (5/14/2024 2:02:40 PM)	43.63	10.75	19.57	4.24	4.24	4.24	4.24	4.24	4.23	5.29	6.45	6.50	6.48	6.56	6.96	7.92	10.08	12.86	13.56	13.31	13.26	12.56	11.41	10.87	11.03	11.49	12.37	13.84	16.33	19.72	24.03	28.85	32.96	36.60	40.11	43.77	47.90	52.69	52.69	52.69	52.69	52.69
219 	[Retrieved Data]899 (5/14/2024 2:02:40 PM)	44.18	7.64	14.88	6.77	6.77	6.77	6.77	6.77	6.69	7.29	7.99	7.99	8.01	8.22	8.61	9.47	11.44	13.99	14.65	14.38	14.24	13.51	12.27	11.54	11.48	11.71	12.30	13.47	15.53	18.48	22.44	26.96	30.90	34.48	37.98	41.70	45.98	51.07	51.07	51.07	51.07	51.07
219 	[Retrieved Data]899 (5/14/2024 2:02:40 PM)	38.64	9.31	18.17	3.83	3.83	3.83	3.83	3.83	3.68	4.22	4.88	4.82	4.78	4.91	5.25	6.05	7.98	10.47	11.12	10.84	10.71	9.99	8.77	8.06	8.00	8.23	8.83	9.97	12.00	14.93	18.84	23.31	27.22	30.79	34.28	37.99	42.24	47.29	47.29	47.29	47.29	47.29
220 	[Retrieved Data]900 (5/14/2024 2:02:40 PM)	46.36	8.93	16.76	6.91	6.91	6.91	6.91	6.91	6.87	7.61	8.45	8.50	8.55	8.76	9.18	10.13	12.23	14.96	15.70	15.48	15.40	14.72	13.52	12.92	13.01	13.42	14.22	15.61	17.93	21.16	25.37	30.09	34.12	37.76	41.28	44.97	49.18	54.12	54.12	54.12	54.12	54.12
220 	[Retrieved Data]900 (5/14/2024 2:02:40 PM)	41.22	10.62	20.04	3.97	3.97	3.97	3.97	3.97	3.86	4.56	5.38	5.35	5.31	5.44	5.82	6.72	8.77	11.44	12.16	11.94	11.85	11.16	10.01	9.40	9.50	9.91	10.70	12.05	14.37	17.57	21.73	26.41	30.46	34.06	37.55	41.23	45.42	50.34	50.34	50.34	50.34	50.34
221 	[Retrieved Data]901 (5/14/2024 2:02:40 PM)	48.64	10.18	18.83	6.97	6.97	6.97	6.97	6.97	6.96	7.91	8.97	9.04	9.09	9.29	9.75	10.79	13.05	15.98	16.83	16.68	16.68	16.05	14.93	14.49	14.80	15.41	16.42	18.05	20.63	24.13	28.58	33.47	37.61	41.29	44.80	48.43	52.55	57.32	57.32	57.32	57.32	57.32
221 	[Retrieved Data]901 (5/14/2024 2:02:40 PM)	44.00	11.80	22.18	4.04	4.04	4.04	4.04	4.04	4.00	4.90	5.91	5.93	5.90	6.04	6.46	7.43	9.64	12.53	13.37	13.20	13.21	12.57	11.47	11.04	11.35	11.97	12.98	14.58	17.13	20.62	25.01	29.88	33.99	37.65	41.14	44.78	48.87	53.63	53.63	53.63	53.63	53.63
222 	[Retrieved Data]902 (5/14/2024 2:02:40 PM)	44.41	8.57	16.34	6.63	6.63	6.63	6.63	6.63	6.52	7.05	7.65	7.63	7.67	7.90	8.30	9.18	11.14	13.75	14.47	14.26	14.16	13.47	12.28	11.63	11.67	12.02	12.73	13.97	16.12	19.15	23.17	27.73	31.72	35.28	38.79	42.48	46.74	51.80	51.80	51.80	51.80	51.80
222 	[Retrieved Data]902 (5/14/2024 2:02:40 PM)	38.98	10.38	20.02	3.71	3.71	3.71	3.71	3.71	3.55	4.02	4.59	4.52	4.47	4.63	4.97	5.79	7.72	10.28	10.99	10.76	10.67	9.97	8.81	8.18	8.21	8.58	9.28	10.50	12.63	15.64	19.61	24.13	28.08	31.66	35.13	38.82	43.06	48.08	48.08	48.08	48.08	48.08
223 	[Retrieved Data]903 (5/14/2024 2:02:40 PM)	46.80	10.10	18.24	6.70	6.70	6.70	6.70	6.70	6.66	7.43	8.27	8.31	8.33	8.51	8.92	9.84	11.94	14.77	15.60	15.46	15.43	14.79	13.64	13.11	13.35	13.94	14.90	16.43	18.88	22.21	26.48	31.23	35.28	38.91	42.40	46.05	50.22	55.07	55.07	55.07	55.07	55.07
223 	[Retrieved Data]903 (5/14/2024 2:02:40 PM)	41.89	11.87	21.93	3.77	3.77	3.77	3.77	3.77	3.69	4.41	5.22	5.18	5.15	5.26	5.62	6.49	8.54	11.32	12.17	11.99	11.97	11.33	10.21	9.69	9.93	10.53	11.48	12.97	15.40	18.72	22.95	27.68	31.72	35.33	38.79	42.45	46.57	51.42	51.42	51.42	51.42	51.42
